,location,name,nid,rank,rank_order,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,subjects_offered,url
137,United States,Georgetown University,602,138,138,57.7,185,-,378,29.1,311,48.0,40.4,125,52.5,76,"Accounting & Finance,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Law,History, Philosophy & Theology,Economics & Econometrics,Archaeology,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Biological Sciences,Other Health,Business & Management,Physics & Astronomy,Languages, Literature & Linguistics,Chemistry,Computer Science,Sociology,Psychology",/world-university-rankings/georgetown-university
138,Austria,University of Vienna,603,139,139,45.2,261,25.4,354,86.6,33,47.9,41.2,121,49.5,89,"Computer Science,Law,Politics & International Studies (incl Development Studies),Other Health,Communication & Media Studies,Chemistry,Sport Science,Physics & Astronomy,Archaeology,Accounting & Finance,Education,Biological Sciences,Business & Management,Geography,History, Philosophy & Theology,Psychology,Sociology,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Economics & Econometrics,Languages, Literature & Linguistics",/world-university-rankings/university-vienna
139,United Kingdom,University of Nottingham,604,140,140,57.6,186,36.7,200,72.6,90,47.7,40.0,132,40.2,145,"Physics & Astronomy,Chemistry,Other Health,Geography,Geology, Environmental, Earth & Marine Sciences,Psychology,Mathematics & Statistics,Civil Engineering,Computer Science,Sociology,Business & Management,Politics & International Studies (incl Development Studies),Law,Languages, Literature & Linguistics,Economics & Econometrics,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Communication & Media Studies,Veterinary Science,Accounting & Finance,Agriculture & Forestry,Architecture,Electrical & Electronic Engineering,Archaeology,Medicine & Dentistry,Chemical Engineering",/world-university-rankings/university-nottingham
140,France,École Normale Supérieure de Lyon,605,141,141,85.1,72,25.1,358,58.8,154,47.6,21.4,278,35.3,186,"Archaeology,Geology, Environmental, Earth & Marine Sciences,Geography,Chemistry,History, Philosophy & Theology,Mathematics & Statistics,Art, Performing Arts & Design,Sociology,Politics & International Studies (incl Development Studies),Physics & Astronomy,Biological Sciences,Languages, Literature & Linguistics,Education,Computer Science",/world-university-rankings/ecole-normale-superieure-de-lyon
141,United States,University of Iowa,606,141,142,61.3,171,-,394,21.9,365,47.6,42.1,119,47.7,96,"Art, Performing Arts & Design,History, Philosophy & Theology,Business & Management,Mathematics & Statistics,Languages, Literature & Linguistics,Education,Economics & Econometrics,Psychology,Sport Science,Geology, Environmental, Earth & Marine Sciences,Law,Electrical & Electronic Engineering,General Engineering,Computer Science,Politics & International Studies (incl Development Studies),Biological Sciences,Medicine & Dentistry,Mechanical & Aerospace Engineering,Sociology,Chemical Engineering,Communication & Media Studies,Accounting & Finance,Physics & Astronomy,Other Health,Chemistry,Geography,Civil Engineering",/world-university-rankings/university-iowa
142,United States,"University of California, Riverside",607,143,143,89.6,52,31.0,280,30.0,304,47.5,30.9,196,27.8,261,"Accounting & Finance,Economics & Econometrics,Communication & Media Studies,Chemistry,Education,Mechanical & Aerospace Engineering,Medicine & Dentistry,History, Philosophy & Theology,Agriculture & Forestry,Physics & Astronomy,Biological Sciences,Other Health,General Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Sociology,Computer Science,Languages, Literature & Linguistics,Art, Performing Arts & Design,Psychology,Electrical & Electronic Engineering,Chemical Engineering,Business & Management",/world-university-rankings/university-california-riverside
143,United States,Rensselaer Polytechnic Institute,608,144,144,73.6,113,49.0,116,32.7,287,47.4,40.4,126,31.7,216,"History, Philosophy & Theology,Other Health,Biological Sciences,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,General Engineering,Business & Management,Economics & Econometrics,Law,Chemistry,Mathematics & Statistics,Computer Science,Physics & Astronomy,Psychology,Electrical & Electronic Engineering,Civil Engineering,Medicine & Dentistry,Chemical Engineering,Art, Performing Arts & Design,Sociology,Mechanical & Aerospace Engineering,Archaeology,Architecture,Geography,Communication & Media Studies",/world-university-rankings/rensselaer-polytechnic-institute
144,United Kingdom,University of East Anglia,609,145,145,85.6,68,28.0,319,68.5,110,47.3,26.1,236,26.5,274,"Biological Sciences,Physics & Astronomy,Economics & Econometrics,Civil Engineering,Education,Sociology,Politics & International Studies (incl Development Studies),Computer Science,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Geography,Mechanical & Aerospace Engineering,Business & Management,Mathematics & Statistics,Law,Electrical & Electronic Engineering,History, Philosophy & Theology,Languages, Literature & Linguistics,Chemistry,Communication & Media Studies,Psychology,Other Health,Accounting & Finance,Sport Science,General Engineering",/world-university-rankings/university-east-anglia
145,United Kingdom,Newcastle University,610,146,146,72.2,121,32.3,260,76.2,74,47.0,28.4,218,34.2,196,"Sport Science,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Psychology,Geography,Civil Engineering,Mathematics & Statistics,Computer Science,Politics & International Studies (incl Development Studies),Sociology,Law,Economics & Econometrics,History, Philosophy & Theology,Business & Management,Languages, Literature & Linguistics,Art, Performing Arts & Design,Education,Mechanical & Aerospace Engineering,Accounting & Finance,Communication & Media Studies,Other Health,Archaeology,Medicine & Dentistry,Chemistry,Electrical & Electronic Engineering,Biological Sciences,Chemical Engineering,Agriculture & Forestry,Architecture",/world-university-rankings/newcastle-university
146,United States,William & Mary,611,146,147,90.7,46,27.0,335,19.7,378,47.0,18.9,305,40.0,146,"Geology, Environmental, Earth & Marine Sciences,Law,History, Philosophy & Theology,Geography,Chemistry,Accounting & Finance,Computer Science,Other Health,Art, Performing Arts & Design,Education,Sociology,Mathematics & Statistics,Psychology,Languages, Literature & Linguistics,Business & Management,Politics & International Studies (incl Development Studies),Biological Sciences,Physics & Astronomy,Economics & Econometrics",/world-university-rankings/william-mary
147,United Kingdom,University of Birmingham,612,148,148,50.6,234,36.0,211,70.3,103,46.9,42.6,115,42.6,129,"Education,Mechanical & Aerospace Engineering,Medicine & Dentistry,Geography,Psychology,Sociology,Sport Science,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Biological Sciences,Chemical Engineering,Chemistry,Other Health,Physics & Astronomy,Civil Engineering,Electrical & Electronic Engineering,Accounting & Finance,Computer Science,Mathematics & Statistics,Archaeology,Economics & Econometrics,General Engineering,Business & Management,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Law,History, Philosophy & Theology",/world-university-rankings/university-birmingham
148,United Kingdom,"Birkbeck, University of London",613,149,149,80.8,85,25.1,357,85.3,37,46.8,25.8,239,25.9,279,"Accounting & Finance,Physics & Astronomy,Archaeology,Geology, Environmental, Earth & Marine Sciences,Psychology,Communication & Media Studies,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Biological Sciences,Geography,Business & Management,Art, Performing Arts & Design,Computer Science,Economics & Econometrics,History, Philosophy & Theology,Law",/world-university-rankings/birkbeck-university-london
149,United States,Brandeis University,614,150,150,90.2,48,33.7,240,40.3,247,46.7,27.3,225,25.3,287,"Chemistry,Accounting & Finance,Biological Sciences,Mathematics & Statistics,Sociology,Physics & Astronomy,Psychology,Computer Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Business & Management,Languages, Literature & Linguistics,Education,History, Philosophy & Theology,Art, Performing Arts & Design",/world-university-rankings/brandeis-university
150,United Kingdom,University of Aberdeen,615,151,151,67.7,140,44.4,133,84.8,41,46.6,32.2,189,30.6,225,"Accounting & Finance,General Engineering,Education,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Chemistry,Biological Sciences,Agriculture & Forestry,Psychology,Sport Science,Mathematics & Statistics,Languages, Literature & Linguistics,Physics & Astronomy,Sociology,Chemical Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Communication & Media Studies,Archaeology,Business & Management,History, Philosophy & Theology,Geography,Computer Science,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Medicine & Dentistry,Civil Engineering,Law",/world-university-rankings/university-aberdeen
151,Germany,Free University of Berlin,617,151,152,42.5,281,30.6,286,62.1,145,46.6,48.5,93,46.3,106,"Archaeology,Economics & Econometrics,Medicine & Dentistry,Languages, Literature & Linguistics,Accounting & Finance,Veterinary Science,Computer Science,Sociology,Politics & International Studies (incl Development Studies),Law,Chemistry,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Biological Sciences,Business & Management,Geography,Physics & Astronomy,Mathematics & Statistics,Psychology,Education,Communication & Media Studies,Art, Performing Arts & Design",/world-university-rankings/free-university-berlin
152,Hong Kong,Chinese University of Hong Kong,616,151,153,37.8,304,36.4,204,69.5,104,46.6,50.2,86,47.0,101,"Languages, Literature & Linguistics,Architecture,Other Health,Electrical & Electronic Engineering,Computer Science,Chemistry,Medicine & Dentistry,Economics & Econometrics,Geography,Sport Science,Mathematics & Statistics,Sociology,Politics & International Studies (incl Development Studies),Biological Sciences,Law,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Business & Management,Education,Psychology,General Engineering,Accounting & Finance,Communication & Media Studies,History, Philosophy & Theology",/world-university-rankings/chinese-university-hong-kong
153,Taiwan,National Taiwan University,618,154,154,39.2,297,40.0,175,20.7,372,46.2,58.5,62,47.8,94,"Physics & Astronomy,Psychology,General Engineering,Sport Science,Chemistry,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Agriculture & Forestry,Art, Performing Arts & Design,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Civil Engineering,Languages, Literature & Linguistics,Accounting & Finance,History, Philosophy & Theology,Mathematics & Statistics,Computer Science,Law,Chemical Engineering,Mechanical & Aerospace Engineering,Medicine & Dentistry,Other Health,Business & Management",/world-university-rankings/national-taiwan-university
154,United States,Yeshiva University,619,154,155,75.3,107,-,402,26.4,332,46.2,27.0,230,43.6,124,"Accounting & Finance,Art, Performing Arts & Design,Biological Sciences,Business & Management,Chemistry,Computer Science,Economics & Econometrics,Education,History, Philosophy & Theology,Languages, Literature & Linguistics,Mathematics & Statistics,Other Health,Physics & Astronomy,Politics & International Studies (incl Development Studies),Psychology,Sociology",/world-university-rankings/yeshiva-university
155,United Kingdom,University of Exeter,620,156,156,67.8,138,35.4,219,73.4,86,46.1,33.3,185,31.3,219,"Art, Performing Arts & Design,Law,Mechanical & Aerospace Engineering,Veterinary Science,Civil Engineering,History, Philosophy & Theology,Business & Management,Computer Science,Electrical & Electronic Engineering,Medicine & Dentistry,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Geography,Politics & International Studies (incl Development Studies),Economics & Econometrics,Archaeology,Sport Science,Mathematics & Statistics,Physics & Astronomy,Psychology,Sociology,Languages, Literature & Linguistics,Accounting & Finance,General Engineering",/world-university-rankings/university-exeter
